"DATE","TIME PERIOD","NEW CISS - Composite Indicator of Systemic Stress. (CISS.D.US.Z0Z.4F.EC.SS_CIN.IDX)"
"1993-11-30","30 Nov 1993","0.0045"
"1993-12-01","01 Dec 1993","0.0045"
"1993-12-02","02 Dec 1993","0.0043"
"1993-12-03","03 Dec 1993","0.0045"
"1993-12-06","06 Dec 1993","0.0084"
"1993-12-07","07 Dec 1993","0.0059"
"1993-12-08","08 Dec 1993","0.0067"
"1993-12-09","09 Dec 1993","0.0055"
"1993-12-10","10 Dec 1993","0.0059"
"1993-12-13","13 Dec 1993","0.0072"
"1993-12-14","14 Dec 1993","0.0087"
"1993-12-15","15 Dec 1993","0.0088"
"1993-12-16","16 Dec 1993","0.0092"
"1993-12-17","17 Dec 1993","0.0081"
"1993-12-20","20 Dec 1993","0.0060"
"1993-12-21","21 Dec 1993","0.0056"
"1993-12-22","22 Dec 1993","0.0083"
"1993-12-23","23 Dec 1993","0.0061"
"1993-12-24","24 Dec 1993","0.0039"
"1993-12-27","27 Dec 1993","0.0029"
"1993-12-28","28 Dec 1993","0.0021"
"1993-12-29","29 Dec 1993","0.0033"
"1993-12-30","30 Dec 1993","0.0052"
"1993-12-31","31 Dec 1993","0.0036"
"1994-01-03","03 Jan 1994","0.0093"
"1994-01-04","04 Jan 1994","0.0075"
"1994-01-05","05 Jan 1994","0.0061"
"1994-01-06","06 Jan 1994","0.0059"
"1994-01-07","07 Jan 1994","0.0131"
"1994-01-10","10 Jan 1994","0.0120"
"1994-01-11","11 Jan 1994","0.0095"
"1994-01-12","12 Jan 1994","0.0082"
"1994-01-13","13 Jan 1994","0.0082"
"1994-01-14","14 Jan 1994","0.0075"
"1994-01-17","17 Jan 1994","0.0068"
"1994-01-18","18 Jan 1994","0.0058"
"1994-01-19","19 Jan 1994","0.0052"
"1994-01-20","20 Jan 1994","0.0051"
"1994-01-21","21 Jan 1994","0.0049"
"1994-01-24","24 Jan 1994","0.0047"
"1994-01-25","25 Jan 1994","0.0046"
"1994-01-26","26 Jan 1994","0.0059"
"1994-01-27","27 Jan 1994","0.0098"
"1994-01-28","28 Jan 1994","0.0117"
"1994-01-31","31 Jan 1994","0.0113"
"1994-02-01","01 Feb 1994","0.0119"
"1994-02-02","02 Feb 1994","0.0089"
"1994-02-03","03 Feb 1994","0.0093"
"1994-02-04","04 Feb 1994","0.0430"
"1994-02-07","07 Feb 1994","0.0704"
"1994-02-08","08 Feb 1994","0.0665"
"1994-02-09","09 Feb 1994","0.0571"
"1994-02-10","10 Feb 1994","0.0520"
"1994-02-11","11 Feb 1994","0.0384"
"1994-02-14","14 Feb 1994","0.0364"
"1994-02-15","15 Feb 1994","0.0334"
"1994-02-16","16 Feb 1994","0.0273"
"1994-02-17","17 Feb 1994","0.0250"
"1994-02-18","18 Feb 1994","0.0260"
"1994-02-21","21 Feb 1994","0.0233"
"1994-02-22","22 Feb 1994","0.0190"
"1994-02-23","23 Feb 1994","0.0176"
"1994-02-24","24 Feb 1994","0.0174"
"1994-02-25","25 Feb 1994","0.0188"
"1994-02-28","28 Feb 1994","0.0160"
"1994-03-01","01 Mar 1994","0.0194"
"1994-03-02","02 Mar 1994","0.0168"
"1994-03-03","03 Mar 1994","0.0149"
"1994-03-04","04 Mar 1994","0.0145"
"1994-03-07","07 Mar 1994","0.0110"
"1994-03-08","08 Mar 1994","0.0100"
"1994-03-09","09 Mar 1994","0.0089"
"1994-03-10","10 Mar 1994","0.0101"
"1994-03-11","11 Mar 1994","0.0076"
"1994-03-14","14 Mar 1994","0.0086"
"1994-03-15","15 Mar 1994","0.0074"
"1994-03-16","16 Mar 1994","0.0056"
"1994-03-17","17 Mar 1994","0.0053"
"1994-03-18","18 Mar 1994","0.0075"
"1994-03-21","21 Mar 1994","0.0074"
"1994-03-22","22 Mar 1994","0.0057"
"1994-03-23","23 Mar 1994","0.0042"
"1994-03-24","24 Mar 1994","0.0125"
"1994-03-25","25 Mar 1994","0.0109"
"1994-03-28","28 Mar 1994","0.0101"
"1994-03-29","29 Mar 1994","0.0099"
"1994-03-30","30 Mar 1994","0.0176"
"1994-03-31","31 Mar 1994","0.0195"
"1994-04-01","01 Apr 1994","0.0299"
"1994-04-04","04 Apr 1994","0.0626"
"1994-04-05","05 Apr 1994","0.0927"
"1994-04-06","06 Apr 1994","0.0989"
"1994-04-07","07 Apr 1994","0.0937"
"1994-04-08","08 Apr 1994","0.0899"
"1994-04-11","11 Apr 1994","0.0933"
"1994-04-12","12 Apr 1994","0.0924"
"1994-04-13","13 Apr 1994","0.0866"
"1994-04-14","14 Apr 1994","0.0770"
"1994-04-15","15 Apr 1994","0.0642"
"1994-04-18","18 Apr 1994","0.0647"
"1994-04-19","19 Apr 1994","0.0533"
"1994-04-20","20 Apr 1994","0.0446"
"1994-04-21","21 Apr 1994","0.0438"
"1994-04-22","22 Apr 1994","0.0386"
"1994-04-25","25 Apr 1994","0.0356"
"1994-04-26","26 Apr 1994","0.0401"
"1994-04-27","27 Apr 1994","0.0355"
"1994-04-28","28 Apr 1994","0.0435"
"1994-04-29","29 Apr 1994","0.0338"
"1994-05-02","02 May 1994","0.0274"
"1994-05-03","03 May 1994","0.0258"
"1994-05-04","04 May 1994","0.0258"
"1994-05-05","05 May 1994","0.0217"
"1994-05-06","06 May 1994","0.0315"
"1994-05-09","09 May 1994","0.0359"
"1994-05-10","10 May 1994","0.0473"
"1994-05-11","11 May 1994","0.0519"
"1994-05-12","12 May 1994","0.0484"
"1994-05-13","13 May 1994","0.0432"
"1994-05-16","16 May 1994","0.0384"
"1994-05-17","17 May 1994","0.0277"
"1994-05-18","18 May 1994","0.0257"
"1994-05-19","19 May 1994","0.0223"
"1994-05-20","20 May 1994","0.0239"
"1994-05-23","23 May 1994","0.0247"
"1994-05-24","24 May 1994","0.0228"
"1994-05-25","25 May 1994","0.0209"
"1994-05-26","26 May 1994","0.0193"
"1994-05-27","27 May 1994","0.0187"
"1994-05-30","30 May 1994","0.0172"
"1994-05-31","31 May 1994","0.0162"
"1994-06-01","01 Jun 1994","0.0142"
"1994-06-02","02 Jun 1994","0.0132"
"1994-06-03","03 Jun 1994","0.0141"
"1994-06-06","06 Jun 1994","0.0153"
"1994-06-07","07 Jun 1994","0.0156"
"1994-06-08","08 Jun 1994","0.0125"
"1994-06-09","09 Jun 1994","0.0098"
"1994-06-10","10 Jun 1994","0.0091"
"1994-06-13","13 Jun 1994","0.0094"
"1994-06-14","14 Jun 1994","0.0090"
"1994-06-15","15 Jun 1994","0.0074"
"1994-06-16","16 Jun 1994","0.0069"
"1994-06-17","17 Jun 1994","0.0068"
"1994-06-20","20 Jun 1994","0.0167"
"1994-06-21","21 Jun 1994","0.0335"
"1994-06-22","22 Jun 1994","0.0351"
"1994-06-23","23 Jun 1994","0.0349"
"1994-06-24","24 Jun 1994","0.0505"
"1994-06-27","27 Jun 1994","0.0590"
"1994-06-28","28 Jun 1994","0.0592"
"1994-06-29","29 Jun 1994","0.0601"
"1994-06-30","30 Jun 1994","0.0674"
"1994-07-01","01 Jul 1994","0.0584"
"1994-07-04","04 Jul 1994","0.0477"
"1994-07-05","05 Jul 1994","0.0440"
"1994-07-06","06 Jul 1994","0.0368"
"1994-07-07","07 Jul 1994","0.0293"
"1994-07-08","08 Jul 1994","0.0287"
"1994-07-11","11 Jul 1994","0.0296"
"1994-07-12","12 Jul 1994","0.0280"
"1994-07-13","13 Jul 1994","0.0265"
"1994-07-14","14 Jul 1994","0.0212"
"1994-07-15","15 Jul 1994","0.0220"
"1994-07-18","18 Jul 1994","0.0195"
"1994-07-19","19 Jul 1994","0.0201"
"1994-07-20","20 Jul 1994","0.0230"
"1994-07-21","21 Jul 1994","0.0193"
"1994-07-22","22 Jul 1994","0.0205"
"1994-07-25","25 Jul 1994","0.0170"
"1994-07-26","26 Jul 1994","0.0157"
"1994-07-27","27 Jul 1994","0.0146"
"1994-07-28","28 Jul 1994","0.0128"
"1994-07-29","29 Jul 1994","0.0121"
"1994-08-01","01 Aug 1994","0.0122"
"1994-08-02","02 Aug 1994","0.0119"
"1994-08-03","03 Aug 1994","0.0101"
"1994-08-04","04 Aug 1994","0.0092"
"1994-08-05","05 Aug 1994","0.0114"
"1994-08-08","08 Aug 1994","0.0135"
"1994-08-09","09 Aug 1994","0.0141"
"1994-08-10","10 Aug 1994","0.0102"
"1994-08-11","11 Aug 1994","0.0112"
"1994-08-12","12 Aug 1994","0.0113"
"1994-08-15","15 Aug 1994","0.0115"
"1994-08-16","16 Aug 1994","0.0119"
"1994-08-17","17 Aug 1994","0.0113"
"1994-08-18","18 Aug 1994","0.0177"
"1994-08-19","19 Aug 1994","0.0161"
"1994-08-22","22 Aug 1994","0.0151"
"1994-08-23","23 Aug 1994","0.0130"
"1994-08-24","24 Aug 1994","0.0117"
"1994-08-25","25 Aug 1994","0.0125"
"1994-08-26","26 Aug 1994","0.0099"
"1994-08-29","29 Aug 1994","0.0077"
"1994-08-30","30 Aug 1994","0.0074"
"1994-08-31","31 Aug 1994","0.0092"
"1994-09-01","01 Sep 1994","0.0116"
"1994-09-02","02 Sep 1994","0.0104"
"1994-09-05","05 Sep 1994","0.0097"
"1994-09-06","06 Sep 1994","0.0101"
"1994-09-07","07 Sep 1994","0.0090"
"1994-09-08","08 Sep 1994","0.0093"
"1994-09-09","09 Sep 1994","0.0211"
"1994-09-12","12 Sep 1994","0.0204"
"1994-09-13","13 Sep 1994","0.0233"
"1994-09-14","14 Sep 1994","0.0175"
"1994-09-15","15 Sep 1994","0.0172"
"1994-09-16","16 Sep 1994","0.0200"
"1994-09-19","19 Sep 1994","0.0196"
"1994-09-20","20 Sep 1994","0.0367"
"1994-09-21","21 Sep 1994","0.0298"
"1994-09-22","22 Sep 1994","0.0292"
"1994-09-23","23 Sep 1994","0.0236"
"1994-09-26","26 Sep 1994","0.0181"
"1994-09-27","27 Sep 1994","0.0152"
"1994-09-28","28 Sep 1994","0.0169"
"1994-09-29","29 Sep 1994","0.0165"
"1994-09-30","30 Sep 1994","0.0154"
"1994-10-03","03 Oct 1994","0.0200"
"1994-10-04","04 Oct 1994","0.0225"
"1994-10-05","05 Oct 1994","0.0207"
"1994-10-06","06 Oct 1994","0.0194"
"1994-10-07","07 Oct 1994","0.0196"
"1994-10-10","10 Oct 1994","0.0161"
"1994-10-11","11 Oct 1994","0.0127"
"1994-10-12","12 Oct 1994","0.0090"
"1994-10-13","13 Oct 1994","0.0089"
"1994-10-14","14 Oct 1994","0.0098"
"1994-10-17","17 Oct 1994","0.0100"
"1994-10-18","18 Oct 1994","0.0085"
"1994-10-19","19 Oct 1994","0.0079"
"1994-10-20","20 Oct 1994","0.0058"
"1994-10-21","21 Oct 1994","0.0064"
"1994-10-24","24 Oct 1994","0.0071"
"1994-10-25","25 Oct 1994","0.0077"
"1994-10-26","26 Oct 1994","0.0072"
"1994-10-27","27 Oct 1994","0.0071"
"1994-10-28","28 Oct 1994","0.0142"
"1994-10-31","31 Oct 1994","0.0101"
"1994-11-01","01 Nov 1994","0.0107"
"1994-11-02","02 Nov 1994","0.0113"
"1994-11-03","03 Nov 1994","0.0097"
"1994-11-04","04 Nov 1994","0.0102"
"1994-11-07","07 Nov 1994","0.0074"
"1994-11-08","08 Nov 1994","0.0059"
"1994-11-09","09 Nov 1994","0.0060"
"1994-11-10","10 Nov 1994","0.0050"
"1994-11-11","11 Nov 1994","0.0031"
"1994-11-14","14 Nov 1994","0.0025"
"1994-11-15","15 Nov 1994","0.0027"
"1994-11-16","16 Nov 1994","0.0030"
"1994-11-17","17 Nov 1994","0.0031"
"1994-11-18","18 Nov 1994","0.0033"
"1994-11-21","21 Nov 1994","0.0042"
"1994-11-22","22 Nov 1994","0.0226"
"1994-11-23","23 Nov 1994","0.0372"
"1994-11-24","24 Nov 1994","0.0353"
"1994-11-25","25 Nov 1994","0.0329"
"1994-11-28","28 Nov 1994","0.0295"
"1994-11-29","29 Nov 1994","0.0237"
"1994-11-30","30 Nov 1994","0.0212"
"1994-12-01","01 Dec 1994","0.0211"
"1994-12-02","02 Dec 1994","0.0247"
"1994-12-05","05 Dec 1994","0.0185"
"1994-12-06","06 Dec 1994","0.0173"
"1994-12-07","07 Dec 1994","0.0216"
"1994-12-08","08 Dec 1994","0.0293"
"1994-12-09","09 Dec 1994","0.0278"
"1994-12-12","12 Dec 1994","0.0249"
"1994-12-13","13 Dec 1994","0.0217"
"1994-12-14","14 Dec 1994","0.0183"
"1994-12-15","15 Dec 1994","0.0140"
"1994-12-16","16 Dec 1994","0.0109"
"1994-12-19","19 Dec 1994","0.0096"
"1994-12-20","20 Dec 1994","0.0075"
"1994-12-21","21 Dec 1994","0.0055"
"1994-12-22","22 Dec 1994","0.0047"
"1994-12-23","23 Dec 1994","0.0037"
"1994-12-26","26 Dec 1994","0.0031"
"1994-12-27","27 Dec 1994","0.0026"
"1994-12-28","28 Dec 1994","0.0024"
"1994-12-29","29 Dec 1994","0.0031"
"1994-12-30","30 Dec 1994","0.0034"
"1995-01-02","02 Jan 1995","0.0038"
"1995-01-03","03 Jan 1995","0.0045"
"1995-01-04","04 Jan 1995","0.0037"
"1995-01-05","05 Jan 1995","0.0034"
"1995-01-06","06 Jan 1995","0.0030"
"1995-01-09","09 Jan 1995","0.0044"
"1995-01-10","10 Jan 1995","0.0065"
"1995-01-11","11 Jan 1995","0.0051"
"1995-01-12","12 Jan 1995","0.0051"
"1995-01-13","13 Jan 1995","0.0087"
"1995-01-16","16 Jan 1995","0.0079"
"1995-01-17","17 Jan 1995","0.0057"
"1995-01-18","18 Jan 1995","0.0047"
"1995-01-19","19 Jan 1995","0.0044"
"1995-01-20","20 Jan 1995","0.0043"
"1995-01-23","23 Jan 1995","0.0033"
"1995-01-24","24 Jan 1995","0.0033"
"1995-01-25","25 Jan 1995","0.0030"
"1995-01-26","26 Jan 1995","0.0030"
"1995-01-27","27 Jan 1995","0.0055"
"1995-01-30","30 Jan 1995","0.0058"
"1995-01-31","31 Jan 1995","0.0049"
"1995-02-01","01 Feb 1995","0.0036"
"1995-02-02","02 Feb 1995","0.0027"
"1995-02-03","03 Feb 1995","0.0081"
"1995-02-06","06 Feb 1995","0.0065"
"1995-02-07","07 Feb 1995","0.0048"
"1995-02-08","08 Feb 1995","0.0038"
"1995-02-09","09 Feb 1995","0.0034"
"1995-02-10","10 Feb 1995","0.0034"
"1995-02-13","13 Feb 1995","0.0033"
"1995-02-14","14 Feb 1995","0.0034"
"1995-02-15","15 Feb 1995","0.0035"
"1995-02-16","16 Feb 1995","0.0059"
"1995-02-17","17 Feb 1995","0.0056"
"1995-02-20","20 Feb 1995","0.0072"
"1995-02-21","21 Feb 1995","0.0057"
"1995-02-22","22 Feb 1995","0.0061"
"1995-02-23","23 Feb 1995","0.0058"
"1995-02-24","24 Feb 1995","0.0075"
"1995-02-27","27 Feb 1995","0.0131"
"1995-02-28","28 Feb 1995","0.0109"
"1995-03-01","01 Mar 1995","0.0110"
"1995-03-02","02 Mar 1995","0.0140"
"1995-03-03","03 Mar 1995","0.0186"
"1995-03-06","06 Mar 1995","0.0206"
"1995-03-07","07 Mar 1995","0.0245"
"1995-03-08","08 Mar 1995","0.0242"
"1995-03-09","09 Mar 1995","0.0244"
"1995-03-10","10 Mar 1995","0.0244"
"1995-03-13","13 Mar 1995","0.0207"
"1995-03-14","14 Mar 1995","0.0184"
"1995-03-15","15 Mar 1995","0.0164"
"1995-03-16","16 Mar 1995","0.0138"
"1995-03-17","17 Mar 1995","0.0132"
"1995-03-20","20 Mar 1995","0.0122"
"1995-03-21","21 Mar 1995","0.0106"
"1995-03-22","22 Mar 1995","0.0095"
"1995-03-23","23 Mar 1995","0.0086"
"1995-03-24","24 Mar 1995","0.0055"
"1995-03-27","27 Mar 1995","0.0047"
"1995-03-28","28 Mar 1995","0.0056"
"1995-03-29","29 Mar 1995","0.0057"
"1995-03-30","30 Mar 1995","0.0086"
"1995-03-31","31 Mar 1995","0.0076"
"1995-04-03","03 Apr 1995","0.0067"
"1995-04-04","04 Apr 1995","0.0076"
"1995-04-05","05 Apr 1995","0.0069"
"1995-04-06","06 Apr 1995","0.0066"
"1995-04-07","07 Apr 1995","0.0090"
"1995-04-10","10 Apr 1995","0.0109"
"1995-04-11","11 Apr 1995","0.0099"
"1995-04-12","12 Apr 1995","0.0104"
"1995-04-13","13 Apr 1995","0.0115"
"1995-04-14","14 Apr 1995","0.0133"
"1995-04-17","17 Apr 1995","0.0110"
"1995-04-18","18 Apr 1995","0.0117"
"1995-04-19","19 Apr 1995","0.0104"
"1995-04-20","20 Apr 1995","0.0100"
"1995-04-21","21 Apr 1995","0.0106"
"1995-04-24","24 Apr 1995","0.0099"
"1995-04-25","25 Apr 1995","0.0096"
"1995-04-26","26 Apr 1995","0.0105"
"1995-04-27","27 Apr 1995","0.0100"
"1995-04-28","28 Apr 1995","0.0103"
"1995-05-01","01 May 1995","0.0096"
"1995-05-02","02 May 1995","0.0094"
"1995-05-03","03 May 1995","0.0071"
"1995-05-04","04 May 1995","0.0045"
"1995-05-05","05 May 1995","0.0081"
"1995-05-08","08 May 1995","0.0084"
"1995-05-09","09 May 1995","0.0073"
"1995-05-10","10 May 1995","0.0077"
"1995-05-11","11 May 1995","0.0121"
"1995-05-12","12 May 1995","0.0149"
"1995-05-15","15 May 1995","0.0148"
"1995-05-16","16 May 1995","0.0139"
"1995-05-17","17 May 1995","0.0099"
"1995-05-18","18 May 1995","0.0046"
"1995-05-19","19 May 1995","0.0041"
"1995-05-22","22 May 1995","0.0057"
"1995-05-23","23 May 1995","0.0050"
"1995-05-24","24 May 1995","0.0043"
"1995-05-25","25 May 1995","0.0105"
"1995-05-26","26 May 1995","0.0081"
"1995-05-29","29 May 1995","0.0079"
"1995-05-30","30 May 1995","0.0087"
"1995-05-31","31 May 1995","0.0058"
"1995-06-01","01 Jun 1995","0.0080"
"1995-06-02","02 Jun 1995","0.0093"
"1995-06-05","05 Jun 1995","0.0100"
"1995-06-06","06 Jun 1995","0.0081"
"1995-06-07","07 Jun 1995","0.0085"
"1995-06-08","08 Jun 1995","0.0091"
"1995-06-09","09 Jun 1995","0.0166"
"1995-06-12","12 Jun 1995","0.0180"
"1995-06-13","13 Jun 1995","0.0220"
"1995-06-14","14 Jun 1995","0.0234"
"1995-06-15","15 Jun 1995","0.0235"
"1995-06-16","16 Jun 1995","0.0195"
"1995-06-19","19 Jun 1995","0.0172"
"1995-06-20","20 Jun 1995","0.0147"
"1995-06-21","21 Jun 1995","0.0121"
"1995-06-22","22 Jun 1995","0.0109"
"1995-06-23","23 Jun 1995","0.0089"
"1995-06-26","26 Jun 1995","0.0069"
"1995-06-27","27 Jun 1995","0.0063"
"1995-06-28","28 Jun 1995","0.0060"
"1995-06-29","29 Jun 1995","0.0077"
"1995-06-30","30 Jun 1995","0.0074"
"1995-07-03","03 Jul 1995","0.0077"
"1995-07-04","04 Jul 1995","0.0074"
"1995-07-05","05 Jul 1995","0.0085"
"1995-07-06","06 Jul 1995","0.0126"
"1995-07-07","07 Jul 1995","0.0262"
"1995-07-10","10 Jul 1995","0.0255"
"1995-07-11","11 Jul 1995","0.0186"
"1995-07-12","12 Jul 1995","0.0165"
"1995-07-13","13 Jul 1995","0.0131"
"1995-07-14","14 Jul 1995","0.0102"
"1995-07-17","17 Jul 1995","0.0089"
"1995-07-18","18 Jul 1995","0.0085"
"1995-07-19","19 Jul 1995","0.0161"
"1995-07-20","20 Jul 1995","0.0158"
"1995-07-21","21 Jul 1995","0.0128"
"1995-07-24","24 Jul 1995","0.0110"
"1995-07-25","25 Jul 1995","0.0101"
"1995-07-26","26 Jul 1995","0.0077"
"1995-07-27","27 Jul 1995","0.0073"
"1995-07-28","28 Jul 1995","0.0074"
"1995-07-31","31 Jul 1995","0.0071"
"1995-08-01","01 Aug 1995","0.0081"
"1995-08-02","02 Aug 1995","0.0092"
"1995-08-03","03 Aug 1995","0.0076"
"1995-08-04","04 Aug 1995","0.0060"
"1995-08-07","07 Aug 1995","0.0054"
"1995-08-08","08 Aug 1995","0.0046"
"1995-08-09","09 Aug 1995","0.0042"
"1995-08-10","10 Aug 1995","0.0044"
"1995-08-11","11 Aug 1995","0.0045"
"1995-08-14","14 Aug 1995","0.0041"
"1995-08-15","15 Aug 1995","0.0047"
"1995-08-16","16 Aug 1995","0.0034"
"1995-08-17","17 Aug 1995","0.0027"
"1995-08-18","18 Aug 1995","0.0022"
"1995-08-21","21 Aug 1995","0.0023"
"1995-08-22","22 Aug 1995","0.0022"
"1995-08-23","23 Aug 1995","0.0029"
"1995-08-24","24 Aug 1995","0.0058"
"1995-08-25","25 Aug 1995","0.0125"
"1995-08-28","28 Aug 1995","0.0142"
"1995-08-29","29 Aug 1995","0.0090"
"1995-08-30","30 Aug 1995","0.0082"
"1995-08-31","31 Aug 1995","0.0068"
"1995-09-01","01 Sep 1995","0.0063"
"1995-09-04","04 Sep 1995","0.0058"
"1995-09-05","05 Sep 1995","0.0071"
"1995-09-06","06 Sep 1995","0.0052"
"1995-09-07","07 Sep 1995","0.0057"
"1995-09-08","08 Sep 1995","0.0053"
"1995-09-11","11 Sep 1995","0.0059"
"1995-09-12","12 Sep 1995","0.0086"
"1995-09-13","13 Sep 1995","0.0069"
"1995-09-14","14 Sep 1995","0.0128"
"1995-09-15","15 Sep 1995","0.0090"
"1995-09-18","18 Sep 1995","0.0091"
"1995-09-19","19 Sep 1995","0.0084"
"1995-09-20","20 Sep 1995","0.0088"
"1995-09-21","21 Sep 1995","0.0144"
"1995-09-22","22 Sep 1995","0.0154"
"1995-09-25","25 Sep 1995","0.0114"
"1995-09-26","26 Sep 1995","0.0078"
"1995-09-27","27 Sep 1995","0.0071"
"1995-09-28","28 Sep 1995","0.0060"
"1995-09-29","29 Sep 1995","0.0089"
"1995-10-02","02 Oct 1995","0.0078"
"1995-10-03","03 Oct 1995","0.0052"
"1995-10-04","04 Oct 1995","0.0046"
"1995-10-05","05 Oct 1995","0.0046"
"1995-10-06","06 Oct 1995","0.0038"
"1995-10-09","09 Oct 1995","0.0037"
"1995-10-10","10 Oct 1995","0.0034"
"1995-10-11","11 Oct 1995","0.0028"
"1995-10-12","12 Oct 1995","0.0025"
"1995-10-13","13 Oct 1995","0.0033"
"1995-10-16","16 Oct 1995","0.0040"
"1995-10-17","17 Oct 1995","0.0037"
"1995-10-18","18 Oct 1995","0.0033"
"1995-10-19","19 Oct 1995","0.0037"
"1995-10-20","20 Oct 1995","0.0064"
"1995-10-23","23 Oct 1995","0.0055"
"1995-10-24","24 Oct 1995","0.0063"
"1995-10-25","25 Oct 1995","0.0085"
"1995-10-26","26 Oct 1995","0.0113"
"1995-10-27","27 Oct 1995","0.0091"
"1995-10-30","30 Oct 1995","0.0076"
"1995-10-31","31 Oct 1995","0.0083"
"1995-11-01","01 Nov 1995","0.0060"
"1995-11-02","02 Nov 1995","0.0051"
"1995-11-03","03 Nov 1995","0.0043"
"1995-11-06","06 Nov 1995","0.0045"
"1995-11-07","07 Nov 1995","0.0055"
"1995-11-08","08 Nov 1995","0.0061"
"1995-11-09","09 Nov 1995","0.0031"
"1995-11-10","10 Nov 1995","0.0024"
"1995-11-13","13 Nov 1995","0.0022"
"1995-11-14","14 Nov 1995","0.0032"
"1995-11-15","15 Nov 1995","0.0037"
"1995-11-16","16 Nov 1995","0.0057"
"1995-11-17","17 Nov 1995","0.0048"
"1995-11-20","20 Nov 1995","0.0059"
"1995-11-21","21 Nov 1995","0.0057"
"1995-11-22","22 Nov 1995","0.0065"
"1995-11-23","23 Nov 1995","0.0075"
"1995-11-24","24 Nov 1995","0.0086"
"1995-11-27","27 Nov 1995","0.0137"
"1995-11-28","28 Nov 1995","0.0119"
"1995-11-29","29 Nov 1995","0.0132"
"1995-11-30","30 Nov 1995","0.0212"
"1995-12-01","01 Dec 1995","0.0163"
"1995-12-04","04 Dec 1995","0.0232"
"1995-12-05","05 Dec 1995","0.0209"
"1995-12-06","06 Dec 1995","0.0186"
"1995-12-07","07 Dec 1995","0.0242"
"1995-12-08","08 Dec 1995","0.0181"
"1995-12-11","11 Dec 1995","0.0142"
"1995-12-12","12 Dec 1995","0.0181"
"1995-12-13","13 Dec 1995","0.0152"
"1995-12-14","14 Dec 1995","0.0227"
"1995-12-15","15 Dec 1995","0.0262"
"1995-12-18","18 Dec 1995","0.0632"
"1995-12-19","19 Dec 1995","0.0655"
"1995-12-20","20 Dec 1995","0.0728"
"1995-12-21","21 Dec 1995","0.0651"
"1995-12-22","22 Dec 1995","0.0603"
"1995-12-25","25 Dec 1995","0.0486"
"1995-12-26","26 Dec 1995","0.0403"
"1995-12-27","27 Dec 1995","0.0330"
"1995-12-28","28 Dec 1995","0.0274"
"1995-12-29","29 Dec 1995","0.0206"
"1996-01-01","01 Jan 1996","0.0183"
"1996-01-02","02 Jan 1996","0.0181"
"1996-01-03","03 Jan 1996","0.0172"
"1996-01-04","04 Jan 1996","0.0309"
"1996-01-05","05 Jan 1996","0.0330"
"1996-01-08","08 Jan 1996","0.0266"
"1996-01-09","09 Jan 1996","0.0476"
"1996-01-10","10 Jan 1996","0.0681"
"1996-01-11","11 Jan 1996","0.0564"
"1996-01-12","12 Jan 1996","0.0510"
"1996-01-15","15 Jan 1996","0.0465"
"1996-01-16","16 Jan 1996","0.0505"
"1996-01-17","17 Jan 1996","0.0503"
"1996-01-18","18 Jan 1996","0.0408"
"1996-01-19","19 Jan 1996","0.0339"
"1996-01-22","22 Jan 1996","0.0307"
"1996-01-23","23 Jan 1996","0.0322"
"1996-01-24","24 Jan 1996","0.0387"
"1996-01-25","25 Jan 1996","0.0325"
"1996-01-26","26 Jan 1996","0.0310"
"1996-01-29","29 Jan 1996","0.0252"
"1996-01-30","30 Jan 1996","0.0242"
"1996-01-31","31 Jan 1996","0.0272"
"1996-02-01","01 Feb 1996","0.0279"
"1996-02-02","02 Feb 1996","0.0316"
"1996-02-05","05 Feb 1996","0.0376"
"1996-02-06","06 Feb 1996","0.0295"
"1996-02-07","07 Feb 1996","0.0259"
"1996-02-08","08 Feb 1996","0.0240"
"1996-02-09","09 Feb 1996","0.0179"
"1996-02-12","12 Feb 1996","0.0163"
"1996-02-13","13 Feb 1996","0.0169"
"1996-02-14","14 Feb 1996","0.0170"
"1996-02-15","15 Feb 1996","0.0207"
"1996-02-16","16 Feb 1996","0.0261"
"1996-02-19","19 Feb 1996","0.0287"
"1996-02-20","20 Feb 1996","0.0427"
"1996-02-21","21 Feb 1996","0.0400"
"1996-02-22","22 Feb 1996","0.0316"
"1996-02-23","23 Feb 1996","0.0249"
"1996-02-26","26 Feb 1996","0.0254"
"1996-02-27","27 Feb 1996","0.0227"
"1996-02-28","28 Feb 1996","0.0213"
"1996-02-29","29 Feb 1996","0.0260"
"1996-03-01","01 Mar 1996","0.0253"
"1996-03-04","04 Mar 1996","0.0184"
"1996-03-05","05 Mar 1996","0.0141"
"1996-03-06","06 Mar 1996","0.0134"
"1996-03-07","07 Mar 1996","0.0126"
"1996-03-08","08 Mar 1996","0.0370"
"1996-03-11","11 Mar 1996","0.0287"
"1996-03-12","12 Mar 1996","0.0260"
"1996-03-13","13 Mar 1996","0.0221"
"1996-03-14","14 Mar 1996","0.0172"
"1996-03-15","15 Mar 1996","0.0137"
"1996-03-18","18 Mar 1996","0.0101"
"1996-03-19","19 Mar 1996","0.0080"
"1996-03-20","20 Mar 1996","0.0069"
"1996-03-21","21 Mar 1996","0.0076"
"1996-03-22","22 Mar 1996","0.0065"
"1996-03-25","25 Mar 1996","0.0090"
"1996-03-26","26 Mar 1996","0.0082"
"1996-03-27","27 Mar 1996","0.0106"
"1996-03-28","28 Mar 1996","0.0129"
"1996-03-29","29 Mar 1996","0.0204"
